2.6,10495423.2085524
2.60200668896321,10497280.1930986
2.60401337792642,10493963.9373161
2.60602006688963,10495154.1531108
2.60802675585284,10494713.8475387
2.61003344481605,10493535.6750483
2.61204013377926,10490461.3479169
2.61404682274248,10491025.2231172
2.61605351170569,10496683.8598886
2.6180602006689,10497352.84029
2.62006688963211,10496447.3731861
2.62207357859532,10494787.7052476
2.62408026755853,10496116.4338368
2.62608695652174,10492455.5060562
2.62809364548495,10493566.9225405
2.63010033444816,10488613.4848547
2.63210702341137,10491317.8132716
2.63411371237458,10490146.7424839
2.63612040133779,10490506.0886443
2.638127090301,10489724.1911688
2.64013377926421,10490356.9528861
2.64214046822742,10491497.4863518
2.64414715719064,10491236.8538599
2.64615384615385,10492561.3214275
2.64816053511706,10492786.4454055
2.65016722408027,10492343.2991523
2.65217391304348,10492417.8670314
2.65418060200669,10490254.6883661
2.6561872909699,10489854.1523296
2.65819397993311,10491873.8908023
2.66020066889632,10492364.547447
2.66220735785953,10490841.7719311
2.66421404682274,10490746.4244697
2.66622073578595,10490541.1142424
2.66822742474916,10495092.0416183
2.67023411371237,10491475.1017846
2.67224080267559,10491587.8484179
2.6742474916388,10493936.0406439
2.67625418060201,10489525.0026093
2.67826086956522,10490082.4720738
2.68026755852843,10492168.980756
2.68227424749164,10490628.8060683
2.68428093645485,10486759.926227
2.68628762541806,10489282.110171
2.68829431438127,10488303.580749
2.69030100334448,10482911.2294249
2.69230769230769,10474215.8193265
2.6943143812709,10469436.6148166
2.69632107023411,10438489.0559204
2.69832775919732,10411489.7170889
2.70033444816054,10403304.4507076
2.70234113712375,10405798.1000099
2.70434782608696,10437646.9360053
2.70635451505017,10447161.4991121
2.70836120401338,10448445.5579909
2.71036789297659,10407070.3274519
2.7123745819398,10386191.3212926
2.71438127090301,10387347.3222669
2.71638795986622,10404665.0659423
2.71839464882943,10434927.7934365
2.72040133779264,10462410.829244
2.72240802675585,10470578.0004866
2.72441471571906,10480487.8727767
2.72642140468227,10481236.733131
2.72842809364549,10487230.3998324
2.7304347826087,10487630.5807838
2.73244147157191,10486192.0172594
2.73444816053512,10484704.736054
2.73645484949833,10486772.4536307
2.73846153846154,10484608.6926257
2.74046822742475,10480198.350558
2.74247491638796,10474069.6662834
2.74448160535117,10463138.1146252
2.74648829431438,10398183.5264636
2.74849498327759,10386944.3574481
